"StageName","StageType","Result","Resource Start","Direction","Name","Field","Row","Type","Value"
,,,,OUT,"Response Content",,,"Text","{""coord"":{""lon"":-74.006,""lat"":40.7143},""weather"":[{""id"":804,""main"":""Clouds"",""description"":""overcast clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":55.83,""feels_like"":54.59,""temp_min"":51.98,""temp_max"":59.72,""pressure"":1023,""humidity"":74},""visibility"":10000,""wind"":{""speed"":12.66,""deg"":60},""clouds"":{""all"":100},""dt"":1714742737,""sys"":{""type"":2,""id"":2008101,""country"":""US"",""sunrise"":1714729888,""sunset"":1714780447},""timezone"":-14400,""id"":5128581,""name"":""New York"",""cod"":200}"
,,,,OUT,"Response Headers","Column1","1","Text","Connection"
,,,,OUT,"Response Headers","Column2","1","Text","keep-alive"
,,,,OUT,"Response Headers","Column1","2","Text","X-Cache-Key"
,,,,OUT,"Response Headers","Column2","2","Text","/data/2.5/weather?q=new%20york&amp;units=Imperial"
,,,,OUT,"Response Headers","Column1","3","Text","Access-Control-Allow-Origin"
,,,,OUT,"Response Headers","Column2","3","Text","*"
,,,,OUT,"Response Headers","Column1","4","Text","Access-Control-Allow-Credentials"
,,,,OUT,"Response Headers","Column2","4","Text","true"
,,,,OUT,"Response Headers","Column1","5","Text","Access-Control-Allow-Methods"
,,,,OUT,"Response Headers","Column2","5","Text","GET, POST"
,,,,OUT,"Response Headers","Column1","6","Text","Content-Length"
,,,,OUT,"Response Headers","Column2","6","Text","479"
,,,,OUT,"Response Headers","Column1","7","Text","Content-Type"
,,,,OUT,"Response Headers","Column2","7","Text","application/json; charset=utf-8"
,,,,OUT,"Response Headers","Column1","8","Text","Date"
,,,,OUT,"Response Headers","Column2","8","Text","Fri, 03 May 2024 13:26:28 GMT"
,,,,OUT,"Response Headers","Column1","9","Text","Server"
,,,,OUT,"Response Headers","Column2","9","Text","openresty"
"End","End",,"5/3/2024 2:26:29 PM"

,,,,OUT,"Response Content",,,"Text","{""coord"":{""lon"":-74.006,""lat"":40.7143},""weather"":[{""id"":804,""main"":""Clouds"",""description"":""overcast clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":55.83,""feels_like"":54.59,""temp_min"":51.98,""temp_max"":59.72,""pressure"":1023,""humidity"":74},""visibility"":10000,""wind"":{""speed"":12.66,""deg"":60},""clouds"":{""all"":100},""dt"":1714742737,""sys"":{""type"":2,""id"":2008101,""country"":""US"",""sunrise"":1714729888,""sunset"":1714780447},""timezone"":-14400,""id"":5128581,""name"":""New York"",""cod"":200}"
"02 - From JSON to Collection","Sub Sheet",,"5/3/2024 2:26:29 PM"

,,,,IN,"Response Content",,,"Text","{""coord"":{""lon"":-74.006,""lat"":40.7143},""weather"":[{""id"":804,""main"":""Clouds"",""description"":""overcast clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":55.83,""feels_like"":54.59,""temp_min"":51.98,""temp_max"":59.72,""pressure"":1023,""humidity"":74},""visibility"":10000,""wind"":{""speed"":12.66,""deg"":60},""clouds"":{""all"":100},""dt"":1714742737,""sys"":{""type"":2,""id"":2008101,""country"":""US"",""sunrise"":1714729888,""sunset"":1714780447},""timezone"":-14400,""id"":5128581,""name"":""New York"",""cod"":200}"
,,,,OUT,"Result",,,,
,,,,OUT,"File Name",,,"Text","Input City Names.XLSX"
,,,,OUT,"Result","name","1","Text","New York"
,,,,OUT,"Result","country ","1","Text","US"
,,,,OUT,"Result","temp ","1","Text","55.83 °F"
,,,,OUT,"Result","description","1","Text","Overcast clouds"
,,,,OUT,"Result","feels_like","1","Text","54.59 °F"
,,,,OUT,"Result","temp_max","1","Text","59.72 °F"
,,,,OUT,"Result"," temp_min ","1","Text","51.98 °F"
,,,,OUT,"Result","humidity","1","Text","74 %"
,,,,OUT,"Result","speed","1","Text","12.66 m/h"
,,,,OUT,"Result","pressure","1","Text","1023 hPa"
"Start","Start",,"5/3/2024 2:26:29 PM"

,,,,IN,"Response Content",,,"Text","{""coord"":{""lon"":-74.006,""lat"":40.7143},""weather"":[{""id"":804,""main"":""Clouds"",""description"":""overcast clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":55.83,""feels_like"":54.59,""temp_min"":51.98,""temp_max"":59.72,""pressure"":1023,""humidity"":74},""visibility"":10000,""wind"":{""speed"":12.66,""deg"":60},""clouds"":{""all"":100},""dt"":1714742737,""sys"":{""type"":2,""id"":2008101,""country"":""US"",""sunrise"":1714729888,""sunset"":1714780447},""timezone"":-14400,""id"":5128581,""name"":""New York"",""cod"":200}"
"JSON to Collection","Action",,"5/3/2024 2:26:29 PM"

,,,,IN,"json",,,"Text","{""coord"":{""lon"":-74.006,""lat"":40.7143},""weather"":[{""id"":804,""main"":""Clouds"",""description"":""overcast clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":55.83,""feels_like"":54.59,""temp_min"":51.98,""temp_max"":59.72,""pressure"":1023,""humidity"":74},""visibility"":10000,""wind"":{""speed"":12.66,""deg"":60},""clouds"":{""all"":100},""dt"":1714742737,""sys"":{""type"":2,""id"":2008101,""country"":""US"",""sunrise"":1714729888,""sunset"":1714780447},""timezone"":-14400,""id"":5128581,""name"":""New York"",""cod"":200}"
,,,,OUT,"Result",,,,
,,,,OUT,"Result","coord","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""lon"" type=""number"" value=""-74.006"" /&gt;&lt;field name=""lat"" type=""number"" value=""40.7143"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","weather","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""JSON:Array"" type=""collection"" value=""&amp;lt;collection&amp;gt;&amp;lt;row&amp;gt;&amp;lt;field name=&amp;quot;id&amp;quot; type=&amp;quot;number&amp;quot; value=&amp;quot;804&amp;quot; /&amp;gt;&amp;lt;field name=&amp;quot;main&amp;quot; type=&amp;quot;text&amp;quot; value=&amp;quot;Clouds&amp;quot; /&amp;gt;&amp;lt;field name=&amp;quot;description&amp;quot; type=&amp;quot;text&amp;quot; value=&amp;quot;overcast clouds&amp;quot; /&amp;gt;&amp;lt;field name=&amp;quot;icon&amp;quot; type=&amp;quot;text&amp;quot; value=&amp;quot;04d&amp;quot; /&amp;gt;&amp;lt;/row&amp;gt;&amp;lt;/collection&amp;gt;"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","base","1","Text","stations"
,,,,OUT,"Result","main","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""temp"" type=""number"" value=""55.83"" /&gt;&lt;field name=""feels_like"" type=""number"" value=""54.59"" /&gt;&lt;field name=""temp_min"" type=""number"" value=""51.98"" /&gt;&lt;field name=""temp_max"" type=""number"" value=""59.72"" /&gt;&lt;field name=""pressure"" type=""number"" value=""1023"" /&gt;&lt;field name=""humidity"" type=""number"" value=""74"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","visibility","1","Number","10000"
,,,,OUT,"Result","wind","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""speed"" type=""number"" value=""12.66"" /&gt;&lt;field name=""deg"" type=""number"" value=""60"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","clouds","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""all"" type=""number"" value=""100"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","dt","1","Number","1714742737"
,,,,OUT,"Result","sys","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""type"" type=""number"" value=""2"" /&gt;&lt;field name=""id"" type=""number"" value=""2008101"" /&gt;&lt;field name=""country"" type=""text"" value=""US"" /&gt;&lt;field name=""sunrise"" type=""number"" value=""1714729888"" /&gt;&lt;field name=""sunset"" type=""number"" value=""1714780447"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","timezone","1","Number","-14400"
,,,,OUT,"Result","id","1","Number","5128581"
,,,,OUT,"Result","name","1","Text","New York"
,,,,OUT,"Result","cod","1","Number","200"
"is not Fahrenheit?","Decision","False","5/3/2024 2:26:37 PM"
"Save value to Result Collection","Multiple Calculation",,"5/3/2024 2:26:37 PM"

,,,,OUT,"step1",,,"Text","New York"
,,,,OUT,"step2",,,"Text","US"
,,,,OUT,"step3",,,"Text","55.83 °F"
,,,,OUT,"step4",,,"Text","Overcast clouds"
,,,,OUT,"step5",,,"Text","54.59 °F"
,,,,OUT,"step6",,,"Text","59.72 °F"
,,,,OUT,"step7",,,"Text","51.98 °F"
,,,,OUT,"step8",,,"Text","74 %"
,,,,OUT,"step9",,,"Text","12.66 m/h"
,,,,OUT,"step10",,,"Text","1023 hPa"
"Save File Name","Calculation","Input City Names.XLSX","5/3/2024 2:26:37 PM"
"Append Rows to Collection","Action",,"5/3/2024 2:26:37 PM"

,,,,IN,"Main Collection",,,,
,,,,IN,"Collection to Append",,,,
,,,,IN,"Collection to Append","name","1","Text","New York"
,,,,IN,"Collection to Append","country ","1","Text","US"
,,,,IN,"Collection to Append","temp ","1","Text","55.83 °F"
,,,,IN,"Collection to Append","description","1","Text","Overcast clouds"
,,,,IN,"Collection to Append","feels_like","1","Text","54.59 °F"
,,,,IN,"Collection to Append","temp_max","1","Text","59.72 °F"
,,,,IN,"Collection to Append"," temp_min ","1","Text","51.98 °F"
,,,,IN,"Collection to Append","humidity","1","Text","74 %"
,,,,IN,"Collection to Append","speed","1","Text","12.66 m/h"
,,,,IN,"Collection to Append","pressure","1","Text","1023 hPa"
,,,,OUT,"Combined Collection",,,,
,,,,OUT,"Combined Collection","name","1","Text","New York"
,,,,OUT,"Combined Collection","country ","1","Text","US"
,,,,OUT,"Combined Collection","temp ","1","Text","55.83 °F"
,,,,OUT,"Combined Collection","description","1","Text","Overcast clouds"
,,,,OUT,"Combined Collection","feels_like","1","Text","54.59 °F"
,,,,OUT,"Combined Collection","temp_max","1","Text","59.72 °F"
,,,,OUT,"Combined Collection"," temp_min ","1","Text","51.98 °F"
,,,,OUT,"Combined Collection","humidity","1","Text","74 %"
,,,,OUT,"Combined Collection","speed","1","Text","12.66 m/h"
,,,,OUT,"Combined Collection","pressure","1","Text","1023 hPa"
"End","End",,"5/3/2024 2:26:43 PM"

,,,,OUT,"Result",,,,
,,,,OUT,"File Name",,,"Text","Input City Names.XLSX"
,,,,OUT,"Result","name","1","Text","New York"
,,,,OUT,"Result","country ","1","Text","US"
,,,,OUT,"Result","temp ","1","Text","55.83 °F"
,,,,OUT,"Result","description","1","Text","Overcast clouds"
,,,,OUT,"Result","feels_like","1","Text","54.59 °F"
,,,,OUT,"Result","temp_max","1","Text","59.72 °F"
,,,,OUT,"Result"," temp_min ","1","Text","51.98 °F"
,,,,OUT,"Result","humidity","1","Text","74 %"
,,,,OUT,"Result","speed","1","Text","12.66 m/h"
,,,,OUT,"Result","pressure","1","Text","1023 hPa"
"Mark Item As Completed","Sub Sheet",,"5/3/2024 2:26:43 PM"
"Start","Start",,"5/3/2024 2:26:43 PM"
"Set Tag","Action",,"5/3/2024 2:26:43 PM"

,,,,IN,"Item ID",,,"Text","c9c87ae2-a1e0-4f6c-9f89-5a45e40fee4c"
,,,,IN,"Tag",,,"Text","Completed"
"Mark Completed","Action",,"5/3/2024 2:26:43 PM"

,,,,IN,"Item ID",,,"Text","c9c87ae2-a1e0-4f6c-9f89-5a45e40fee4c"
"Reset Consecutive Exception Indicators","Multiple Calculation",,"5/3/2024 2:26:43 PM"

,,,,OUT,"step1",,,"Text",""
,,,,OUT,"step2",,,"Number","0"
"End3","End",,"5/3/2024 2:26:43 PM"
"Reset Global Data","Sub Sheet",,"5/3/2024 2:26:43 PM"
"Start","Start",,"5/3/2024 2:26:43 PM"
"End","End",,"5/3/2024 2:26:43 PM"
"Stop?","Decision","False","5/3/2024 2:26:43 PM"
"Get Next Item","Action",,"5/3/2024 2:26:43 PM"

,,,,IN,"Queue Name",,,"Text","Eduard_Haponov - Weather API"
,,,,OUT,"Item ID",,,"Text","1d5afefe-7495-4a0b-b48d-d89b673e4124"
,,,,OUT,"Data",,,,
,,,,OUT,"Status",,,"Text",""
,,,,OUT,"Attempts",,,"Number","0"
,,,,OUT,"Data","City","1","Text","London"
,,,,OUT,"Data","City ID","1","Text","London03 May, 2024"
,,,,OUT,"Data","File Name","1","Text","Input City Names.XLSX"
,,,,OUT,"Data","Units","1","Text","Metric"
"Got Item?","Decision","True","5/3/2024 2:26:43 PM"
"01 - Get JSON ","Sub Sheet",,"5/3/2024 2:26:43 PM"

,,,,OUT,"Response Content",,,"Text","{""coord"":{""lon"":-0.1257,""lat"":51.5085},""weather"":[{""id"":500,""main"":""Rain"",""description"":""light rain"",""icon"":""10d""}],""base"":""stations"",""main"":{""temp"":11.1,""feels_like"":10.59,""temp_min"":9.49,""temp_max"":13.49,""pressure"":1009,""humidity"":89},""visibility"":10000,""wind"":{""speed"":6.69,""deg"":240},""rain"":{""1h"":0.43},""clouds"":{""all"":75},""dt"":1714742620,""sys"":{""type"":2,""id"":2075535,""country"":""GB"",""sunrise"":1714710475,""sunset"":1714764399},""timezone"":3600,""id"":2643743,""name"":""London"",""cod"":200}"
"Start","Start",,"5/3/2024 2:26:43 PM"
"Get Weather for City","Action",,"5/3/2024 2:26:43 PM"

,,,,IN,"City",,,"Text","London"
,,,,IN,"Units",,,"Text","Metric"
,,,,OUT,"Response Headers",,,,
,,,,OUT,"HTTP Status Code",,,"Text","200"
,,,,OUT,"Response Content",,,"Text","{""coord"":{""lon"":-0.1257,""lat"":51.5085},""weather"":[{""id"":500,""main"":""Rain"",""description"":""light rain"",""icon"":""10d""}],""base"":""stations"",""main"":{""temp"":11.1,""feels_like"":10.59,""temp_min"":9.49,""temp_max"":13.49,""pressure"":1009,""humidity"":89},""visibility"":10000,""wind"":{""speed"":6.69,""deg"":240},""rain"":{""1h"":0.43},""clouds"":{""all"":75},""dt"":1714742620,""sys"":{""type"":2,""id"":2075535,""country"":""GB"",""sunrise"":1714710475,""sunset"":1714764399},""timezone"":3600,""id"":2643743,""name"":""London"",""cod"":200}"
,,,,OUT,"Response Headers","Column1","1","Text","Connection"
,,,,OUT,"Response Headers","Column2","1","Text","keep-alive"
,,,,OUT,"Response Headers","Column1","2","Text","X-Cache-Key"
,,,,OUT,"Response Headers","Column2","2","Text","/data/2.5/weather?q=london&amp;units=Metric"
,,,,OUT,"Response Headers","Column1","3","Text","Access-Control-Allow-Origin"
,,,,OUT,"Response Headers","Column2","3","Text","*"
,,,,OUT,"Response Headers","Column1","4","Text","Access-Control-Allow-Credentials"
,,,,OUT,"Response Headers","Column2","4","Text","true"
,,,,OUT,"Response Headers","Column1","5","Text","Access-Control-Allow-Methods"
,,,,OUT,"Response Headers","Column2","5","Text","GET, POST"
,,,,OUT,"Response Headers","Column1","6","Text","Content-Length"
,,,,OUT,"Response Headers","Column2","6","Text","484"
,,,,OUT,"Response Headers","Column1","7","Text","Content-Type"
,,,,OUT,"Response Headers","Column2","7","Text","application/json; charset=utf-8"
,,,,OUT,"Response Headers","Column1","8","Text","Date"
,,,,OUT,"Response Headers","Column2","8","Text","Fri, 03 May 2024 13:26:43 GMT"
,,,,OUT,"Response Headers","Column1","9","Text","Server"
,,,,OUT,"Response Headers","Column2","9","Text","openresty"
"End","End",,"5/3/2024 2:26:43 PM"

,,,,OUT,"Response Content",,,"Text","{""coord"":{""lon"":-0.1257,""lat"":51.5085},""weather"":[{""id"":500,""main"":""Rain"",""description"":""light rain"",""icon"":""10d""}],""base"":""stations"",""main"":{""temp"":11.1,""feels_like"":10.59,""temp_min"":9.49,""temp_max"":13.49,""pressure"":1009,""humidity"":89},""visibility"":10000,""wind"":{""speed"":6.69,""deg"":240},""rain"":{""1h"":0.43},""clouds"":{""all"":75},""dt"":1714742620,""sys"":{""type"":2,""id"":2075535,""country"":""GB"",""sunrise"":1714710475,""sunset"":1714764399},""timezone"":3600,""id"":2643743,""name"":""London"",""cod"":200}"
"02 - From JSON to Collection","Sub Sheet",,"5/3/2024 2:26:43 PM"

,,,,IN,"Response Content",,,"Text","{""coord"":{""lon"":-0.1257,""lat"":51.5085},""weather"":[{""id"":500,""main"":""Rain"",""description"":""light rain"",""icon"":""10d""}],""base"":""stations"",""main"":{""temp"":11.1,""feels_like"":10.59,""temp_min"":9.49,""temp_max"":13.49,""pressure"":1009,""humidity"":89},""visibility"":10000,""wind"":{""speed"":6.69,""deg"":240},""rain"":{""1h"":0.43},""clouds"":{""all"":75},""dt"":1714742620,""sys"":{""type"":2,""id"":2075535,""country"":""GB"",""sunrise"":1714710475,""sunset"":1714764399},""timezone"":3600,""id"":2643743,""name"":""London"",""cod"":200}"
,,,,OUT,"Result",,,,
,,,,OUT,"File Name",,,"Text","Input City Names.XLSX"
,,,,OUT,"Result","name","1","Text","London"
,,,,OUT,"Result","country ","1","Text","GB"
,,,,OUT,"Result","temp ","1","Text","11.1 °C"
,,,,OUT,"Result","description","1","Text","Light rain"
,,,,OUT,"Result","feels_like","1","Text","10.59 °C"
,,,,OUT,"Result","temp_max","1","Text","13.49 °C"
,,,,OUT,"Result"," temp_min ","1","Text","9.49 °C"
,,,,OUT,"Result","humidity","1","Text","89 %"
,,,,OUT,"Result","speed","1","Text","6.69 m/s"
,,,,OUT,"Result","pressure","1","Text","1009 hPa"
"Start","Start",,"5/3/2024 2:26:43 PM"

,,,,IN,"Response Content",,,"Text","{""coord"":{""lon"":-0.1257,""lat"":51.5085},""weather"":[{""id"":500,""main"":""Rain"",""description"":""light rain"",""icon"":""10d""}],""base"":""stations"",""main"":{""temp"":11.1,""feels_like"":10.59,""temp_min"":9.49,""temp_max"":13.49,""pressure"":1009,""humidity"":89},""visibility"":10000,""wind"":{""speed"":6.69,""deg"":240},""rain"":{""1h"":0.43},""clouds"":{""all"":75},""dt"":1714742620,""sys"":{""type"":2,""id"":2075535,""country"":""GB"",""sunrise"":1714710475,""sunset"":1714764399},""timezone"":3600,""id"":2643743,""name"":""London"",""cod"":200}"
"JSON to Collection","Action",,"5/3/2024 2:26:43 PM"

,,,,IN,"json",,,"Text","{""coord"":{""lon"":-0.1257,""lat"":51.5085},""weather"":[{""id"":500,""main"":""Rain"",""description"":""light rain"",""icon"":""10d""}],""base"":""stations"",""main"":{""temp"":11.1,""feels_like"":10.59,""temp_min"":9.49,""temp_max"":13.49,""pressure"":1009,""humidity"":89},""visibility"":10000,""wind"":{""speed"":6.69,""deg"":240},""rain"":{""1h"":0.43},""clouds"":{""all"":75},""dt"":1714742620,""sys"":{""type"":2,""id"":2075535,""country"":""GB"",""sunrise"":1714710475,""sunset"":1714764399},""timezone"":3600,""id"":2643743,""name"":""London"",""cod"":200}"
,,,,OUT,"Result",,,,
,,,,OUT,"Result","coord","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""lon"" type=""number"" value=""-0.1257"" /&gt;&lt;field name=""lat"" type=""number"" value=""51.5085"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","weather","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""JSON:Array"" type=""collection"" value=""&amp;lt;collection&amp;gt;&amp;lt;row&amp;gt;&amp;lt;field name=&amp;quot;id&amp;quot; type=&amp;quot;number&amp;quot; value=&amp;quot;500&amp;quot; /&amp;gt;&amp;lt;field name=&amp;quot;main&amp;quot; type=&amp;quot;text&amp;quot; value=&amp;quot;Rain&amp;quot; /&amp;gt;&amp;lt;field name=&amp;quot;description&amp;quot; type=&amp;quot;text&amp;quot; value=&amp;quot;light rain&amp;quot; /&amp;gt;&amp;lt;field name=&amp;quot;icon&amp;quot; type=&amp;quot;text&amp;quot; value=&amp;quot;10d&amp;quot; /&amp;gt;&amp;lt;/row&amp;gt;&amp;lt;/collection&amp;gt;"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","base","1","Text","stations"
,,,,OUT,"Result","main","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""temp"" type=""number"" value=""11.1"" /&gt;&lt;field name=""feels_like"" type=""number"" value=""10.59"" /&gt;&lt;field name=""temp_min"" type=""number"" value=""9.49"" /&gt;&lt;field name=""temp_max"" type=""number"" value=""13.49"" /&gt;&lt;field name=""pressure"" type=""number"" value=""1009"" /&gt;&lt;field name=""humidity"" type=""number"" value=""89"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","visibility","1","Number","10000"
,,,,OUT,"Result","wind","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""speed"" type=""number"" value=""6.69"" /&gt;&lt;field name=""deg"" type=""number"" value=""240"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","rain","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""1h"" type=""number"" value=""0.43"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","clouds","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""all"" type=""number"" value=""75"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","dt","1","Number","1714742620"
,,,,OUT,"Result","sys","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""type"" type=""number"" value=""2"" /&gt;&lt;field name=""id"" type=""number"" value=""2075535"" /&gt;&lt;field name=""country"" type=""text"" value=""GB"" /&gt;&lt;field name=""sunrise"" type=""number"" value=""1714710475"" /&gt;&lt;field name=""sunset"" type=""number"" value=""1714764399"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","timezone","1","Number","3600"
,,,,OUT,"Result","id","1","Number","2643743"
,,,,OUT,"Result","name","1","Text","London"
,,,,OUT,"Result","cod","1","Number","200"
"is not Fahrenheit?","Decision","True","5/3/2024 2:26:44 PM"
"Make Celsius and m/s","Multiple Calculation",,"5/3/2024 2:26:44 PM"

,,,,OUT,"step1",,,"Text","°C"
,,,,OUT,"step2",,,"Text","m/s"
"Save value to Result Collection","Multiple Calculation",,"5/3/2024 2:26:44 PM"

,,,,OUT,"step1",,,"Text","London"
,,,,OUT,"step2",,,"Text","GB"
,,,,OUT,"step3",,,"Text","11.1 °C"
,,,,OUT,"step4",,,"Text","Light rain"
,,,,OUT,"step5",,,"Text","10.59 °C"
,,,,OUT,"step6",,,"Text","13.49 °C"
,,,,OUT,"step7",,,"Text","9.49 °C"
,,,,OUT,"step8",,,"Text","89 %"
,,,,OUT,"step9",,,"Text","6.69 m/s"
,,,,OUT,"step10",,,"Text","1009 hPa"
"Save File Name","Calculation","Input City Names.XLSX","5/3/2024 2:26:44 PM"
"Append Rows to Collection","Action",,"5/3/2024 2:26:44 PM"

,,,,IN,"Main Collection",,,,
,,,,IN,"Collection to Append",,,,
,,,,IN,"Main Collection","name","1","Text","New York"
,,,,IN,"Main Collection","country ","1","Text","US"
,,,,IN,"Main Collection","temp ","1","Text","55.83 °F"
,,,,IN,"Main Collection","description","1","Text","Overcast clouds"
,,,,IN,"Main Collection","feels_like","1","Text","54.59 °F"
,,,,IN,"Main Collection","temp_max","1","Text","59.72 °F"
,,,,IN,"Main Collection"," temp_min ","1","Text","51.98 °F"
,,,,IN,"Main Collection","humidity","1","Text","74 %"
,,,,IN,"Main Collection","speed","1","Text","12.66 m/h"
,,,,IN,"Main Collection","pressure","1","Text","1023 hPa"
,,,,IN,"Collection to Append","name","2","Text","London"
